ticket,symbol,type,entry_price,lot_size,stop_loss,take_profit,open_time,close_time,close_price,profit,is_open
88,XAUUSD,BUY,2017.8458987404933,0.01,2017.8258987404934,2017.8608987404934,2024-01-01 11:55:00,2024-01-01 12:00:00,2018.997946347668,115.20476071746089,False
89,XAUUSD,BUY,2018.997946347668,0.01,2018.977946347668,2019.012946347668,2024-01-01 12:00:00,2024-01-01 12:05:00,2019.8853013270884,88.73549794204791,False
90,XAUUSD,BUY,2019.8853013270884,0.01,2019.8653013270884,2019.9003013270885,2024-01-01 12:05:00,2024-01-01 12:10:00,2020.4942595272928,60.895820020436986,False
91,XAUUSD,BUY,2020.4942595272928,0.01,2020.4742595272928,2020.509259527293,2024-01-01 12:10:00,2024-01-01 12:15:00,2018.1766529864913,-231.76065408015347,False
92,XAUUSD,SELL,2018.0597217813265,0.01,2018.0797217813265,2018.0447217813264,2024-01-01 12:20:00,2024-01-01 12:25:00,2017.0698168112328,98.99049700936757,False
93,XAUUSD,SELL,2017.0698168112328,0.01,2017.0898168112328,2017.0548168112327,2024-01-01 12:25:00,2024-01-01 12:30:00,2016.9455971310656,12.42196801672435,False
94,XAUUSD,SELL,2016.9455971310656,0.01,2016.9655971310656,2016.9305971310655,2024-01-01 12:30:00,2024-01-01 12:35:00,2016.385178032544,56.04190985216064,False
95,XAUUSD,SELL,2016.385178032544,0.01,2016.405178032544,2016.370178032544,2024-01-01 12:35:00,2024-01-01 12:40:00,2016.2866847327605,9.849329978351307,False
96,XAUUSD,SELL,2016.2866847327605,0.01,2016.3066847327605,2016.2716847327604,2024-01-01 12:40:00,2024-01-01 12:45:00,2017.1431517310339,-85.64669982733903,False
97,XAUUSD,BUY,2017.1431517310339,0.01,2017.1231517310339,2017.158151731034,2024-01-01 12:45:00,2024-01-01 12:50:00,2016.9849366044086,-15.821512662523673,False
98,XAUUSD,BUY,2016.9849366044086,0.01,2016.9649366044086,2016.9999366044087,2024-01-01 12:50:00,2024-01-01 12:55:00,2015.249345329925,-173.55912744835678,False
99,XAUUSD,SELL,2015.899563701483,0.01,2015.919563701483,2015.8845637014829,2024-01-01 13:00:00,2024-01-01 13:05:00,2015.0864339182324,81.3129783250588,False
100,XAUUSD,SELL,2015.0864339182324,0.01,2015.1064339182324,2015.0714339182323,2024-01-01 13:05:00,2024-01-01 13:10:00,2014.7553669558552,33.106696237723554,False
101,XAUUSD,SELL,2014.7553669558552,0.01,2014.7753669558551,2014.740366955855,2024-01-01 13:10:00,2024-01-01 13:15:00,2014.4483223146613,30.70446411938974,False
102,XAUUSD,SELL,2014.4483223146613,0.01,2014.4683223146612,2014.4333223146612,2024-01-01 13:15:00,2024-01-01 13:20:00,2013.2999120676616,114.84102469996742,False
103,XAUUSD,SELL,2013.2999120676616,0.01,2013.3199120676616,2013.2849120676615,2024-01-01 13:20:00,2024-01-01 13:25:00,2011.6290867170442,167.0825350617406,False
104,XAUUSD,SELL,2011.7069099216417,0.01,2011.7269099216417,2011.6919099216416,2024-01-01 13:30:00,2024-01-01 13:35:00,2012.459145566571,-75.22356449292147,False
105,XAUUSD,BUY,2012.459145566571,0.01,2012.439145566571,2012.474145566571,2024-01-01 13:35:00,2024-01-01 13:40:00,2013.3522197283608,89.30741617898548,False
106,XAUUSD,BUY,2013.3522197283608,0.01,2013.3322197283608,2013.3672197283609,2024-01-01 13:40:00,2024-01-01 13:45:00,2010.4249357870126,-292.72839413481506,False
107,XAUUSD,BUY,2010.7752793084098,0.01,2010.7552793084099,2010.79027930841,2024-01-01 13:55:00,2024-01-01 14:00:00,2012.8021827228126,202.69034144027955,False
108,XAUUSD,SELL,2012.7035568367871,0.01,2012.723556836787,2012.688556836787,2024-01-01 14:10:00,2024-01-01 14:15:00,2012.2349262654204,46.86305713667025,False
109,XAUUSD,SELL,2012.2349262654204,0.01,2012.2549262654204,2012.2199262654203,2024-01-01 14:15:00,2024-01-01 14:20:00,2013.4115326596536,-117.66063942332039,False
110,XAUUSD,BUY,2013.4115326596536,0.01,2013.3915326596536,2013.4265326596537,2024-01-01 14:20:00,2024-01-01 14:25:00,2012.6154455767355,-79.60870829181204,False
111,XAUUSD,SELL,2009.9411589379622,0.01,2009.9611589379622,2009.926158937962,2024-01-01 14:40:00,2024-01-01 14:45:00,2010.3701867074737,-42.90277695115492,False
112,XAUUSD,BUY,2010.3701867074737,0.01,2010.3501867074738,2010.3851867074738,2024-01-01 14:45:00,2024-01-01 14:50:00,2009.8303999532782,-53.978675419557476,False
113,XAUUSD,SELL,2009.8303999532782,0.01,2009.8503999532782,2009.815399953278,2024-01-01 14:50:00,2024-01-01 14:55:00,2010.6151250100545,-78.4725056776324,False
114,XAUUSD,BUY,2010.6151250100545,0.01,2010.5951250100545,2010.6301250100546,2024-01-01 14:55:00,2024-01-01 15:00:00,2010.2929073845223,-32.22176255321756,False
115,XAUUSD,BUY,2010.2929073845223,0.01,2010.2729073845223,2010.3079073845224,2024-01-01 15:00:00,2024-01-01 15:05:00,2010.8750488317587,58.21414472363813,False
116,XAUUSD,BUY,2010.8750488317587,0.01,2010.8550488317587,2010.8900488317588,2024-01-01 15:05:00,2024-01-01 15:10:00,2010.9183053219638,4.325649020506717,False
117,XAUUSD,BUY,2010.9183053219638,0.01,2010.8983053219638,2010.9333053219639,2024-01-01 15:10:00,2024-01-01 15:15:00,2009.1019870013474,-181.63183206163467,False
118,XAUUSD,SELL,2005.7193381518678,0.01,2005.7393381518677,2005.7043381518677,2024-01-01 15:30:00,2024-01-01 15:35:00,2005.7591028014574,-3.976464958964243,False
119,XAUUSD,BUY,2005.7591028014574,0.01,2005.7391028014574,2005.7741028014575,2024-01-01 15:35:00,2024-01-01 15:40:00,2004.7214622592858,-103.764054217163,False
120,XAUUSD,SELL,2004.7214622592858,0.01,2004.7414622592858,2004.7064622592857,2024-01-01 15:40:00,2024-01-01 15:45:00,2005.3056696359965,-58.420737671076495,False
121,XAUUSD,SELL,2004.2510618943793,0.01,2004.2710618943793,2004.2360618943792,2024-01-01 15:50:00,2024-01-01 15:55:00,2002.4394558513288,181.16060430504604,False
122,XAUUSD,SELL,2002.5519769685457,0.01,2002.5719769685456,2002.5369769685456,2024-01-01 16:00:00,2024-01-01 16:05:00,2003.6471867729729,-109.52098044272134,False
123,XAUUSD,BUY,2003.6471867729729,0.01,2003.627186772973,2003.662186772973,2024-01-01 16:05:00,2024-01-01 16:10:00,2004.3338758993423,68.66891263694015,False
124,XAUUSD,BUY,2004.3338758993423,0.01,2004.3138758993423,2004.3488758993424,2024-01-01 16:10:00,2024-01-01 16:15:00,2003.4933450581143,-84.05308412279737,False
125,XAUUSD,SELL,2003.4933450581143,0.01,2003.5133450581143,2003.4783450581142,2024-01-01 16:15:00,2024-01-01 16:20:00,2001.7575809142356,173.57641438786686,False
126,XAUUSD,SELL,2001.6985911032862,0.01,2001.7185911032861,2001.683591103286,2024-01-01 16:25:00,2024-01-01 16:30:00,2003.1759433957188,-147.73522924326699,False
127,XAUUSD,BUY,2003.1759433957188,0.01,2003.1559433957189,2003.190943395719,2024-01-01 16:30:00,2024-01-01 16:35:00,2004.1682931374814,99.23497417626095,False
128,XAUUSD,BUY,2004.6802600717424,0.01,2004.6602600717424,2004.6952600717425,2024-01-01 16:40:00,2024-01-01 16:45:00,2003.7870382515512,-89.32218201912292,False
129,XAUUSD,SELL,2003.7870382515512,0.01,2003.8070382515511,2003.772038251551,2024-01-01 16:45:00,2024-01-01 16:50:00,2002.622852706683,116.41855448681326,False
130,XAUUSD,SELL,2001.8786786976075,0.01,2001.8986786976075,2001.8636786976074,2024-01-01 17:00:00,2024-01-01 17:05:00,2003.8475304872177,-196.88517896101985,False
131,XAUUSD,BUY,2003.8475304872177,0.01,2003.8275304872177,2003.8625304872178,2024-01-01 17:05:00,2024-01-01 17:10:00,2004.7664823004716,91.89518132538979,False
132,XAUUSD,SELL,2003.753027950531,0.01,2003.773027950531,2003.738027950531,2024-01-01 17:20:00,2024-01-01 17:25:00,2002.1628076041168,159.02203464142985,False
133,XAUUSD,SELL,2001.8379176132669,0.01,2001.8579176132669,2001.8229176132668,2024-01-01 17:30:00,2024-01-01 17:35:00,2003.0947071193234,-125.67895060565206,False
134,XAUUSD,BUY,2003.0947071193234,0.01,2003.0747071193234,2003.1097071193235,2024-01-01 17:35:00,2024-01-01 17:40:00,2004.9442285643645,184.95214450410913,False
135,XAUUSD,SELL,2003.7608529312704,0.01,2003.7808529312704,2003.7458529312703,2024-01-01 17:55:00,2024-01-01 18:00:00,2004.2558330737777,-49.49801425073019,False
136,XAUUSD,BUY,2004.2558330737777,0.01,2004.2358330737777,2004.2708330737778,2024-01-01 18:00:00,2024-01-01 18:05:00,2003.8374356135466,-41.83974602310627,False
137,XAUUSD,BUY,2004.749161313427,0.01,2004.729161313427,2004.7641613134272,2024-01-01 18:10:00,2024-01-01 18:15:00,2003.5721617050506,-117.69996083764909,False
138,XAUUSD,SELL,2003.5721617050506,0.01,2003.5921617050506,2003.5571617050505,2024-01-01 18:15:00,2024-01-01 18:20:00,2004.2423803542954,-67.02186492448163,False
139,XAUUSD,BUY,2004.1284209518612,0.01,2004.1084209518613,2004.1434209518613,2024-01-01 18:25:00,2024-01-01 18:30:00,2004.643737764734,51.53168128726975,False
140,XAUUSD,BUY,2004.643737764734,0.01,2004.623737764734,2004.658737764734,2024-01-01 18:30:00,2024-01-01 18:35:00,2006.9875853622443,234.38475975103756,False
141,XAUUSD,SELL,2006.8637578658077,0.01,2006.8837578658076,2006.8487578658076,2024-01-01 18:45:00,2024-01-01 18:50:00,2005.9480720832776,91.56857825300904,False
142,XAUUSD,SELL,2005.9480720832776,0.01,2005.9680720832775,2005.9330720832775,2024-01-01 18:50:00,2024-01-01 18:55:00,2005.6767470118195,27.132507145802265,False
143,XAUUSD,SELL,2005.6767470118195,0.01,2005.6967470118195,2005.6617470118194,2024-01-01 18:55:00,2024-01-01 19:00:00,2005.6988031813132,-2.20561694936805,False
144,XAUUSD,SELL,2005.6988031813132,0.01,2005.7188031813132,2005.6838031813131,2024-01-01 19:00:00,2024-01-01 19:05:00,2005.144985918023,55.381726329028425,False
145,XAUUSD,SELL,2005.144985918023,0.01,2005.164985918023,2005.1299859180228,2024-01-01 19:05:00,2024-01-01 19:10:00,2007.0862976722326,-194.13117542096643,False
146,XAUUSD,BUY,2008.685345732948,0.01,2008.665345732948,2008.700345732948,2024-01-01 19:25:00,2024-01-01 19:30:00,2007.0239511665413,-166.13945664066705,False
147,XAUUSD,SELL,2007.0239511665413,0.01,2007.0439511665413,2007.0089511665412,2024-01-01 19:30:00,2024-01-01 19:35:00,2008.347917204573,-132.39660380315854,False
148,XAUUSD,BUY,2011.8660737155956,0.01,2011.8460737155956,2011.8810737155957,2024-01-01 19:50:00,2024-01-01 19:55:00,2012.9963127486692,113.02390330736216,False
149,XAUUSD,BUY,2012.9963127486692,0.01,2012.9763127486692,2013.0113127486693,2024-01-01 19:55:00,2024-01-01 20:00:00,2013.4708258924065,47.45131437373402,False
150,XAUUSD,BUY,2013.4708258924065,0.01,2013.4508258924066,2013.4858258924066,2024-01-01 20:00:00,2024-01-01 20:05:00,2014.0935699598679,62.27440674613263,False
151,XAUUSD,BUY,2014.0935699598679,0.01,2014.0735699598679,2014.108569959868,2024-01-01 20:05:00,2024-01-01 20:10:00,2013.0989422124242,-99.46277474437011,False
152,XAUUSD,SELL,2013.0989422124242,0.01,2013.1189422124241,2013.083942212424,2024-01-01 20:10:00,2024-01-01 20:15:00,2014.6069585042512,-150.80162918270617,False
153,XAUUSD,BUY,2014.6069585042512,0.01,2014.5869585042512,2014.6219585042513,2024-01-01 20:15:00,2024-01-01 20:20:00,2014.9509567774269,34.39982731756572,False
154,XAUUSD,BUY,2014.9509567774269,0.01,2014.930956777427,2014.965956777427,2024-01-01 20:20:00,2024-01-01 20:25:00,2013.6952266777575,-125.57300996693357,False
155,XAUUSD,SELL,2013.6952266777575,0.01,2013.7152266777575,2013.6802266777574,2024-01-01 20:25:00,2024-01-01 20:30:00,2013.5938762257379,10.135045201968751,False
156,XAUUSD,SELL,2013.5938762257379,0.01,2013.6138762257378,2013.5788762257378,2024-01-01 20:30:00,2024-01-01 20:35:00,2011.7104908467304,188.338537900745,False
